Number of clusters: 
10

#### CLUSTER 1 ####
Items in cluster: 1048
shooter : 66 (5.719237435008666 %)
adventure : 310 (26.8630849220104 %)
puzzle : 94 (8.145580589254767 %)
role-playing-games-rpg : 227 (19.670710571923745 %)
sports : 34 (2.946273830155979 %)
racing : 45 (3.8994800693240896 %)
casual : 113 (9.792027729636049 %)
fighting : 121 (10.48526863084922 %)
platformer : 88 (7.625649913344887 %)
strategy : 102 (8.838821490467938 %)
family : 19 (1.6464471403812824 %)
massively-multiplayer : 24 (2.079722703639515 %)
board-games : 7 (0.6065857885615251 %)
card : 5 (0.43327556325823224 %)
Items with country: 780
GB : 93 (11.923076923076923 %)
JP : 364 (46.666666666666664 %)
US : 344 (44.1025641025641 %)
CA : 57 (7.307692307692308 %)
FR : 28 (3.5897435897435894 %)
CN : 43 (5.512820512820513 %)
SG : 31 (3.974358974358974 %)
DE : 25 (3.205128205128205 %)
PL : 4 (0.5128205128205128 %)
ES : 14 (1.7948717948717947 %)
FI : 12 (1.5384615384615385 %)
SE : 25 (3.205128205128205 %)
RU : 6 (0.7692307692307693 %)
KR : 14 (1.7948717948717947 %)
AU : 14 (1.7948717948717947 %)
PT : 1 (0.1282051282051282 %)
NL : 7 (0.8974358974358974 %)
HU : 6 (0.7692307692307693 %)
DK : 4 (0.5128205128205128 %)
NO : 3 (0.38461538461538464 %)
CR : 1 (0.1282051282051282 %)
HR : 4 (0.5128205128205128 %)
NZ : 3 (0.38461538461538464 %)
AT : 4 (0.5128205128205128 %)
CZ : 5 (0.641025641025641 %)
IN : 5 (0.641025641025641 %)
VN : 2 (0.2564102564102564 %)
CL : 2 (0.2564102564102564 %)
BR : 4 (0.5128205128205128 %)
BY : 3 (0.38461538461538464 %)
BG : 2 (0.2564102564102564 %)
MX : 3 (0.38461538461538464 %)
UA : 2 (0.2564102564102564 %)
TH : 4 (0.5128205128205128 %)
RO : 3 (0.38461538461538464 %)
IT : 5 (0.641025641025641 %)
AR : 4 (0.5128205128205128 %)
ZA : 2 (0.2564102564102564 %)
MY : 3 (0.38461538461538464 %)
PH : 2 (0.2564102564102564 %)
TW : 5 (0.641025641025641 %)
CO : 3 (0.38461538461538464 %)
ID : 3 (0.38461538461538464 %)
AE : 2 (0.2564102564102564 %)
MT : 2 (0.2564102564102564 %)
SK : 2 (0.2564102564102564 %)
BE : 2 (0.2564102564102564 %)
shows 

#### CLUSTER 3 ####
Items in cluster: 986
Items with predefined genre: 751
adventure : 573 (76.2982689747004 %)
puzzle : 118 (15.712383488681759 %)
action : 212 (28.22902796271638 %)
role-playing-games-rpg : 131 (17.44340878828229 %)
indie : 343 (45.67243675099867 %)
simulation : 67 (8.921438082556591 %)
casual : 80 (10.652463382157123 %)
strategy : 43 (5.725699067909454 %)
massively-multiplayer : 4 (0.5326231691078562 %)
family : 10 (1.3315579227696404 %)
arcade : 15 (1.9973368841544608 %)
educational : 9 (1.1984021304926764 %)
platformer : 24 (3.1957390146471374 %)
racing : 2 (0.2663115845539281 %)
card : 4 (0.5326231691078562 %)
shooter : 8 (1.0652463382157125 %)
fighting : 1 (0.13315579227696406 %)
board-games : 4 (0.5326231691078562 %)
sports : 4 (0.5326231691078562 %)
Items with country: 403
US : 187 (46.40198511166253 %)
GB : 60 (14.888337468982629 %)
FR : 19 (4.714640198511166 %)
SE : 18 (4.466501240694789 %)
TW : 2 (0.49627791563275436 %)
DE : 29 (7.196029776674938 %)
AU : 6 (1.488833746898263 %)
JP : 51 (12.655086848635236 %)
AT : 5 (1.240694789081886 %)
CA : 20 (4.962779156327544 %)
CZ : 2 (0.49627791563275436 %)
NO : 7 (1.7369727047146404 %)
PL : 9 (2.2332506203473943 %)
ES : 15 (3.722084367245657 %)
IT : 3 (0.7444168734491315 %)
UA : 6 (1.488833746898263 %)
IE : 5 (1.240694789081886 %)
RU : 8 (1.9851116625310175 %)
LT : 1 (0.24813895781637718 %)
LU : 1 (0.24813895781637718 %)
CN : 4 (0.9925558312655087 %)
KR : 2 (0.49627791563275436 %)
NL : 2 (0.49627791563275436 %)
ID : 1 (0.24813895781637718 %)
TR : 2 (0.49627791563275436 %)
IN : 2 (0.49627791563275436 %)
RO : 1 (0.24813895781637718 %)
MY : 3 (0.7444168734491315 %)
SG : 3 (0.7444168734491315 %)
DK : 3 (0.7444168734491315 %)
FI : 1 (0.24813895781637718 %)
shows 

#### CLUSTER 4 ####
Items in cluster: 484
Items with predefined genre: 349
platformer : 82 (23.49570200573066 %)
arcade : 58 (16.6189111747851 %)
simulation : 16 (4.584527220630372 %)
indie : 71 (20.34383954154728 %)
action : 186 (53.29512893982808 %)
adventure : 95 (27.22063037249284 %)
casual : 26 (7.4498567335243555 %)
puzzle : 23 (6.59025787965616 %)
role-playing-games-rpg : 74 (21.20343839541547 %)
educational : 1 (0.28653295128939826 %)
massively-multiplayer : 16 (4.584527220630372 %)
strategy : 35 (10.028653295128938 %)
shooter : 13 (3.7249283667621778 %)
card : 2 (0.5730659025787965 %)
racing : 22 (6.303724928366762 %)
family : 4 (1.146131805157593 %)
fighting : 6 (1.7191977077363898 %)
sports : 5 (1.4326647564469914 %)
Items with country: 313
JP : 152 (48.56230031948881 %)
US : 127 (40.57507987220447 %)
GB : 47 (15.015974440894569 %)
SE : 9 (2.8753993610223643 %)
CN : 12 (3.8338658146964857 %)
SG : 7 (2.2364217252396164 %)
FR : 11 (3.5143769968051117 %)
NL : 7 (2.2364217252396164 %)
AT : 3 (0.9584664536741214 %)
ES : 7 (2.2364217252396164 %)
CA : 12 (3.8338658146964857 %)
DE : 9 (2.8753993610223643 %)
PL : 3 (0.9584664536741214 %)
KR : 4 (1.2779552715654952 %)
BG : 3 (0.9584664536741214 %)
NZ : 2 (0.6389776357827476 %)
FI : 3 (0.9584664536741214 %)
IT : 4 (1.2779552715654952 %)
IN : 2 (0.6389776357827476 %)
RO : 3 (0.9584664536741214 %)
AU : 2 (0.6389776357827476 %)
VN : 1 (0.3194888178913738 %)
CL : 1 (0.3194888178913738 %)
BR : 1 (0.3194888178913738 %)
BY : 1 (0.3194888178913738 %)
MX : 1 (0.3194888178913738 %)
UA : 1 (0.3194888178913738 %)
TH : 1 (0.3194888178913738 %)
HU : 1 (0.3194888178913738 %)
RU : 1 (0.3194888178913738 %)
AR : 1 (0.3194888178913738 %)
ZA : 1 (0.3194888178913738 %)
MY : 1 (0.3194888178913738 %)
PH : 1 (0.3194888178913738 %)
TW : 1 (0.3194888178913738 %)
DK : 2 (0.6389776357827476 %)
CO : 1 (0.3194888178913738 %)
ID : 1 (0.3194888178913738 %)
AE : 1 (0.3194888178913738 %)
EG : 1 (0.3194888178913738 %)
shows 

#### CLUSTER 5 ####
Items in cluster: 1294
Items with predefined genre: 791
