Number of clusters: 
53

#### CLUSTER 1 ####
Items in cluster: 179
IL : 1 (0.4830917874396135 %)
shows 

#### CLUSTER 8 ####
Items in cluster: 94
Items with predefined genre: 74
adventure : 29 (39.189189189189186 %)
action : 41 (55.4054054054054 %)
arcade : 18 (24.324324324324326 %)
simulation : 6 (8.108108108108109 %)
indie : 16 (21.62162162162162 %)
shooter : 2 (2.7027027027027026 %)
casual : 7 (9.45945945945946 %)
platformer : 19 (25.675675675675674 %)
role-playing-games-rpg : 4 (5.405405405405405 %)
educational : 3 (4.054054054054054 %)
puzzle : 6 (8.108108108108109 %)
racing : 6 (8.108108108108109 %)
sports : 2 (2.7027027027027026 %)
massively-multiplayer : 2 (2.7027027027027026 %)
strategy : 2 (2.7027027027027026 %)
board-games : 2 (2.7027027027027026 %)
card : 1 (1.3513513513513513 %)
family : 3 (4.054054054054054 %)
fighting : 2 (2.7027027027027026 %)
Items with country: 60
US : 30 (50.0 %)
CA : 11 (18.333333333333332 %)
GB : 12 (20.0 %)
VN : 2 (3.3333333333333335 %)
CL : 3 (5.0 %)
BR : 2 (3.3333333333333335 %)
ES : 4 (6.666666666666667 %)
BY : 2 (3.3333333333333335 %)
BG : 2 (3.3333333333333335 %)
MX : 2 (3.3333333333333335 %)
UA : 2 (3.3333333333333335 %)
TH : 2 (3.3333333333333335 %)
RO : 2 (3.3333333333333335 %)
IT : 2 (3.3333333333333335 %)
HU : 2 (3.3333333333333335 %)
DE : 5 (8.333333333333332 %)
RU : 2 (3.3333333333333335 %)
IN : 2 (3.3333333333333335 %)
AU : 2 (3.3333333333333335 %)
AR : 2 (3.3333333333333335 %)
CN : 3 (5.0 %)
ZA : 2 (3.3333333333333335 %)
MY : 2 (3.3333333333333335 %)
SG : 2 (3.3333333333333335 %)
PH : 2 (3.3333333333333335 %)
TW : 2 (3.3333333333333335 %)
JP : 14 (23.333333333333332 %)
KR : 3 (5.0 %)
DK : 3 (5.0 %)
FR : 4 (6.666666666666667 %)
CO : 2 (3.3333333333333335 %)
ID : 2 (3.3333333333333335 %)
AE : 2 (3.3333333333333335 %)
SE : 1 (1.6666666666666667 %)
shows 

#### CLUSTER 9 ####
Items in cluster: 213
Items with predefined genre: 156
action : 73 (46.794871794871796 %)
adventure : 65 (41.66666666666667 %)
strategy : 21 (13.461538461538462 %)
simulation : 7 (4.487179487179487 %)
role-playing-games-rpg : 97 (62.17948717948718 %)
indie : 53 (33.97435897435898 %)
platformer : 12 (7.6923076923076925 %)
casual : 10 (6.41025641025641 %)
arcade : 5 (3.205128205128205 %)
family : 2 (1.282051282051282 %)
puzzle : 6 (3.8461538461538463 %)
shooter : 3 (1.9230769230769231 %)
card : 1 (0.641025641025641 %)
fighting : 1 (0.641025641025641 %)
Items with country: 93
US : 33 (35.483870967741936 %)
CA : 9 (9.67741935483871 %)
JP : 42 (45.16129032258064 %)
BG : 1 (1.0752688172043012 %)
GB : 3 (3.225806451612903 %)
NL : 1 (1.0752688172043012 %)
FR : 8 (8.60215053763441 %)
KR : 3 (3.225806451612903 %)
SE : 4 (4.301075268817205 %)
DE : 4 (4.301075268817205 %)
AT : 3 (3.225806451612903 %)
BE : 1 (1.0752688172043012 %)
ES : 1 (1.0752688172043012 %)
NO : 1 (1.0752688172043012 %)
DK : 1 (1.0752688172043012 %)
CN : 1 (1.0752688172043012 %)
SG : 2 (2.1505376344086025 %)
CZ : 1 (1.0752688172043012 %)
IN : 1 (1.0752688172043012 %)
shows 

#### CLUSTER 10 ####
Items in cluster: 116
Items with predefined genre: 75
role-playing-games-rpg : 36 (48.0 %)
action : 41 (54.666666666666664 %)
adventure : 32 (42.66666666666667 %)
racing : 1 (1.3333333333333335 %)
arcade : 8 (10.666666666666668 %)
puzzle : 3 (4.0 %)
indie : 19 (25.333333333333336 %)
platformer : 12 (16.0 %)
strategy : 2 (2.666666666666667 %)
simulation : 2 (2.666666666666667 %)
casual : 2 (2.666666666666667 %)
fighting : 1 (1.3333333333333335 %)
sports : 1 (1.3333333333333335 %)
massively-multiplayer : 2 (2.666666666666667 %)
family : 1 (1.3333333333333335 %)
Items with country: 66
US : 22 (33.33333333333333 %)
JP : 36 (54.54545454545454 %)
PL : 1 (1.5151515151515151 %)
ES : 2 (3.0303030303030303 %)
NL : 1 (1.5151515151515151 %)
GB : 4 (6.0606060606060606 %)
CA : 1 (1.5151515151515151 %)
FR : 3 (4.545454545454546 %)
CN : 2 (3.0303030303030303 %)
FI : 1 (1.5151515151515151 %)
SE : 1 (1.5151515151515151 %)
SG : 1 (1.5151515151515151 %)
shows 

#### CLUSTER 11 ####
Items in cluster: 122
Items with predefined genre: 103
role-playing-games-rpg : 64 (62.13592233009708 %)
adventure : 51 (49.51456310679612 %)
strategy : 12 (11.650485436893204 %)
simulation : 9 (8.737864077669903 %)
indie : 30 (29.126213592233007 %)
puzzle : 3 (2.912621359223301 %)
action : 38 (36.89320388349515 %)
sports : 1 (0.9708737864077669 %)
arcade : 8 (7.766990291262135 %)
platformer : 3 (2.912621359223301 %)
casual : 4 (3.8834951456310676 %)
shooter : 2 (1.9417475728155338 %)
racing : 1 (0.9708737864077669 %)
massively-multiplayer : 1 (0.9708737864077669 %)
fighting : 1 (0.9708737864077669 %)
Items with country: 72
RU : 3 (4.166666666666666 %)
CY : 2 (2.7777777777777777 %)
US : 40 (55.55555555555556 %)
CA : 12 (16.666666666666664 %)
FR : 5 (6.944444444444445 %)
JP : 9 (12.5 %)
NL : 2 (2.7777777777777777 %)
GB : 6 (8.333333333333332 %)
DE : 3 (4.166666666666666 %)
AU : 1 (1.3888888888888888 %)
SE : 1 (1.3888888888888888 %)
BE : 1 (1.3888888888888888 %)
MY : 1 (1.3888888888888888 %)
IE : 1 (1.3888888888888888 %)
PL : 1 (1.3888888888888888 %)
CN : 1 (1.3888888888888888 %)
SG : 1 (1.3888888888888888 %)
ES : 1 (1.3888888888888888 %)
CL : 1 (1.3888888888888888 %)
DK : 1 (1.3888888888888888 %)
shows 

#### CLUSTER 12 ####
Items in cluster: 321
Items with predefined genre: 220
action : 109 (49.54545454545455 %)
role-playing-games-rpg : 39 (17.727272727272727 %)
indie : 120 (54.54545454545454 %)
adventure : 117 (53.18181818181819 %)
platformer : 13 (5.909090909090909 %)
strategy : 29 (13.18181818181818 %)
simulation : 35 (15.909090909090908 %)
arcade : 18 (8.181818181818182 %)
casual : 29 (13.18181818181818 %)
educational : 4 (1.8181818181818181 %)
puzzle : 8 (3.6363636363636362 %)
racing : 3 (1.3636363636363635 %)
sports : 6 (2.727272727272727 %)
shooter : 7 (3.1818181818181817 %)
fighting : 1 (0.45454545454545453 %)
massively-multiplayer : 2 (0.9090909090909091 %)
board-games : 1 (0.45454545454545453 %)
family : 1 (0.45454545454545453 %)
Items with country: 75
DE : 7 (9.333333333333334 %)
ES : 5 (6.666666666666667 %)
AT : 1 (1.3333333333333335 %)
US : 33 (44.0 %)
FR : 4 (5.333333333333334 %)
CA : 5 (6.666666666666667 %)
JP : 9 (12.0 %)
PL : 4 (5.333333333333334 %)
UA : 1 (1.3333333333333335 %)
HU : 1 (1.3333333333333335 %)
GB : 6 (8.0 %)
LU : 1 (1.3333333333333335 %)
KR : 1 (1.3333333333333335 %)
ID : 1 (1.3333333333333335 %)
MX : 1 (1.3333333333333335 %)
FI : 1 (1.3333333333333335 %)
shows 

#### CLUSTER 13 ####
Items in cluster: 64
Items with predefined genre: 58
action : 41 (70.6896551724138 %)
adventure : 38 (65.51724137931035 %)
role-playing-games-rpg : 12 (20.689655172413794 %)
indie : 22 (37.93103448275862 %)
simulation : 4 (6.896551724137931 %)
casual : 5 (8.620689655172415 %)
shooter : 5 (8.620689655172415 %)
strategy : 4 (6.896551724137931 %)
puzzle : 2 (3.4482758620689653 %)
platformer : 1 (1.7241379310344827 %)
arcade : 1 (1.7241379310344827 %)
fighting : 2 (3.4482758620689653 %)
Items with country: 43
JP : 11 (25.581395348837212 %)
US : 19 (44.18604651162791 %)
PL : 1 (2.3255813953488373 %)
CA : 6 (13.953488372093023 %)
IT : 2 (4.651162790697675 %)
CN : 2 (4.651162790697675 %)
SG : 2 (4.651162790697675 %)
GB : 6 (13.953488372093023 %)
DE : 1 (2.3255813953488373 %)
SE : 7 (16.27906976744186 %)
FR : 1 (2.3255813953488373 %)
TR : 1 (2.3255813953488373 %)
shows 

#### CLUSTER 14 ####
Items in cluster: 77
Items with predefined genre: 67
adventure : 54 (80.59701492537313 %)
arcade : 3 (4.477611940298507 %)
role-playing-games-rpg : 12 (17.91044776119403 %)
indie : 15 (22.388059701492537 %)
action : 15 (22.388059701492537 %)
simulation : 10 (14.925373134328357 %)
strategy : 2 (2.9850746268656714 %)
casual : 5 (7.462686567164178 %)
sports : 2 (2.9850746268656714 %)
card : 2 (2.9850746268656714 %)
puzzle : 8 (11.940298507462686 %)
board-games : 1 (1.4925373134328357 %)
platformer : 3 (4.477611940298507 %)
Items with country: 51
US : 32 (62.745098039215684 %)
FR : 3 (5.88235294117647 %)
NL : 1 (1.9607843137254901 %)
JP : 10 (19.607843137254903 %)
RU : 1 (1.9607843137254901 %)
UA : 1 (1.9607843137254901 %)
SE : 4 (7.8431372549019605 %)
BE : 1 (1.9607843137254901 %)
CA : 5 (9.803921568627452 %)
DE : 2 (3.9215686274509802 %)
AR : 1 (1.9607843137254901 %)
CO : 1 (1.9607843137254901 %)
AT : 1 (1.9607843137254901 %)
NO : 1 (1.9607843137254901 %)
shows 

#### CLUSTER 15 ####
Items in cluster: 351
Items with predefined genre: 265
role-playing-games-rpg : 155 (58.490566037735846 %)
strategy : 52 (19.622641509433965 %)
indie : 115 (43.39622641509434 %)
adventure : 106 (40.0 %)
simulation : 8 (3.018867924528302 %)
casual : 19 (7.169811320754717 %)
action : 145 (54.71698113207547 %)
platformer : 6 (2.2641509433962264 %)
puzzle : 7 (2.6415094339622645 %)
arcade : 17 (6.415094339622642 %)
massively-multiplayer : 18 (6.7924528301886795 %)
shooter : 10 (3.7735849056603774 %)
fighting : 6 (2.2641509433962264 %)
board-games : 1 (0.37735849056603776 %)
Items with country: 136
US : 57 (41.911764705882355 %)
ID : 3 (2.2058823529411766 %)
SE : 6 (4.411764705882353 %)
JP : 31 (22.794117647058822 %)
CA : 10 (7.352941176470589 %)
VN : 2 (1.4705882352941175 %)
CL : 2 (1.4705882352941175 %)
BR : 3 (2.2058823529411766 %)
ES : 5 (3.6764705882352944 %)
BY : 2 (1.4705882352941175 %)
BG : 2 (1.4705882352941175 %)
MX : 2 (1.4705882352941175 %)
UA : 2 (1.4705882352941175 %)
TH : 2 (1.4705882352941175 %)
RO : 5 (3.6764705882352944 %)
IT : 2 (1.4705882352941175 %)
HU : 3 (2.2058823529411766 %)
DE : 10 (7.352941176470589 %)
RU : 7 (5.147058823529411 %)
IN : 3 (2.2058823529411766 %)
AU : 4 (2.941176470588235 %)
AR : 2 (1.4705882352941175 %)
CN : 6 (4.411764705882353 %)
ZA : 2 (1.4705882352941175 %)
MY : 3 (2.2058823529411766 %)
SG : 5 (3.6764705882352944 %)
PH : 3 (2.2058823529411766 %)
TW : 3 (2.2058823529411766 %)
KR : 6 (4.411764705882353 %)
GB : 13 (9.558823529411764 %)
DK : 2 (1.4705882352941175 %)
FR : 13 (9.558823529411764 %)
CO : 2 (1.4705882352941175 %)
AE : 2 (1.4705882352941175 %)
NL : 3 (2.2058823529411766 %)
PT : 1 (0.7352941176470588 %)
FI : 3 (2.2058823529411766 %)
NZ : 1 (0.7352941176470588 %)
PL : 2 (1.4705882352941175 %)
PK : 1 (0.7352941176470588 %)
AT : 1 (0.7352941176470588 %)
NO : 1 (0.7352941176470588 %)
shows 

#### CLUSTER 16 ####
Items in cluster: 524
Items with predefined genre: 312
action : 161 (51.60256410256411 %)
adventure : 91 (29.166666666666668 %)
indie : 72 (23.076923076923077 %)
puzzle : 24 (7.6923076923076925 %)
platformer : 89 (28.525641025641026 %)
casual : 23 (7.371794871794872 %)
role-playing-games-rpg : 18 (5.769230769230769 %)
arcade : 68 (21.794871794871796 %)
shooter : 14 (4.487179487179487 %)
simulation : 8 (2.564102564102564 %)
fighting : 4 (1.282051282051282 %)
family : 5 (1.6025641025641024 %)
racing : 10 (3.205128205128205 %)
educational : 3 (0.9615384615384616 %)
board-games : 1 (0.3205128205128205 %)
strategy : 3 (0.9615384615384616 %)
sports : 2 (0.641025641025641 %)
massively-multiplayer : 2 (0.641025641025641 %)
Items with country: 223
JP : 95 (42.600896860986545 %)
CA : 10 (4.484304932735426 %)
US : 106 (47.53363228699551 %)
GB : 41 (18.385650224215247 %)
CN : 20 (8.968609865470851 %)
SG : 12 (5.381165919282512 %)
ES : 1 (0.4484304932735426 %)
DE : 7 (3.1390134529147984 %)
HR : 1 (0.4484304932735426 %)
NL : 2 (0.8968609865470852 %)
FR : 6 (2.690582959641256 %)
BR : 2 (0.8968609865470852 %)
IT : 5 (2.242152466367713 %)
AU : 5 (2.242152466367713 %)
FI : 2 (0.8968609865470852 %)
RO : 1 (0.4484304932735426 %)
BG : 1 (0.4484304932735426 %)
KR : 4 (1.7937219730941705 %)
SE : 4 (1.7937219730941705 %)
CZ : 1 (0.4484304932735426 %)
IN : 1 (0.4484304932735426 %)
shows 

#### CLUSTER 17 ####
Items in cluster: 118
Items with predefined genre: 111
action : 96 (86.48648648648648 %)
shooter : 37 (33.33333333333333 %)
adventure : 55 (49.549549549549546 %)
role-playing-games-rpg : 22 (19.81981981981982 %)
strategy : 5 (4.504504504504505 %)
simulation : 5 (4.504504504504505 %)
indie : 16 (14.414414414414415 %)
arcade : 6 (5.405405405405405 %)
fighting : 2 (1.8018018018018018 %)
massively-multiplayer : 1 (0.9009009009009009 %)
platformer : 7 (6.306306306306306 %)
racing : 3 (2.7027027027027026 %)
puzzle : 3 (2.7027027027027026 %)
casual : 1 (0.9009009009009009 %)
Items with country: 104
US : 56 (53.84615384615385 %)
JP : 28 (26.923076923076923 %)
PL : 5 (4.807692307692308 %)
UA : 3 (2.8846153846153846 %)
SK : 1 (0.9615384615384616 %)
MT : 1 (0.9615384615384616 %)
BE : 1 (0.9615384615384616 %)
DE : 11 (10.576923076923077 %)
CA : 13 (12.5 %)
FR : 5 (4.807692307692308 %)
SE : 3 (2.8846153846153846 %)
GB : 17 (16.346153846153847 %)
NZ : 1 (0.9615384615384616 %)
NL : 2 (1.9230769230769231 %)
BG : 1 (0.9615384615384616 %)
FI : 5 (4.807692307692308 %)
CN : 1 (0.9615384615384616 %)
AU : 2 (1.9230769230769231 %)
IT : 1 (0.9615384615384616 %)
RU : 1 (0.9615384615384616 %)
TR : 1 (0.9615384615384616 %)
shows 

#### CLUSTER 18 ####
Items in cluster: 139
Items with predefined genre: 121
action : 90 (74.3801652892562 %)
shooter : 8 (6.6115702479338845 %)
adventure : 41 (33.88429752066116 %)
role-playing-games-rpg : 53 (43.80165289256198 %)
simulation : 6 (4.958677685950414 %)
indie : 42 (34.710743801652896 %)
strategy : 20 (16.528925619834713 %)
platformer : 8 (6.6115702479338845 %)
casual : 5 (4.132231404958678 %)
card : 4 (3.3057851239669422 %)
arcade : 6 (4.958677685950414 %)
massively-multiplayer : 13 (10.743801652892563 %)
puzzle : 4 (3.3057851239669422 %)
fighting : 1 (0.8264462809917356 %)
Items with country: 88
US : 50 (56.81818181818182 %)
SE : 6 (6.8181818181818175 %)
NL : 3 (3.4090909090909087 %)
JP : 23 (26.136363636363637 %)
CA : 9 (10.227272727272728 %)
NO : 2 (2.272727272727273 %)
KR : 5 (5.681818181818182 %)
BG : 2 (2.272727272727273 %)
AT : 2 (2.272727272727273 %)
FR : 4 (4.545454545454546 %)
RU : 3 (3.4090909090909087 %)
BE : 1 (1.1363636363636365 %)
MY : 2 (2.272727272727273 %)
IE : 2 (2.272727272727273 %)
BY : 2 (2.272727272727273 %)
ES : 4 (4.545454545454546 %)
GB : 5 (5.681818181818182 %)
ZA : 2 (2.272727272727273 %)
DE : 2 (2.272727272727273 %)
CL : 2 (2.272727272727273 %)
CN : 4 (4.545454545454546 %)
SG : 4 (4.545454545454546 %)
EG : 1 (1.1363636363636365 %)
VN : 1 (1.1363636363636365 %)
BR : 1 (1.1363636363636365 %)
MX : 1 (1.1363636363636365 %)
UA : 1 (1.1363636363636365 %)
TH : 1 (1.1363636363636365 %)
RO : 1 (1.1363636363636365 %)
IT : 1 (1.1363636363636365 %)
HU : 1 (1.1363636363636365 %)
IN : 1 (1.1363636363636365 %)
AU : 1 (1.1363636363636365 %)
AR : 1 (1.1363636363636365 %)
PH : 1 (1.1363636363636365 %)
TW : 1 (1.1363636363636365 %)
DK : 1 (1.1363636363636365 %)
CO : 1 (1.1363636363636365 %)
ID : 1 (1.1363636363636365 %)
AE : 1 (1.1363636363636365 %)
FI : 1 (1.1363636363636365 %)
shows 

#### CLUSTER 19 ####
Items in cluster: 253
Items with predefined genre: 159
fighting : 82 (51.57232704402516 %)
action : 74 (46.540880503144656 %)
arcade : 34 (21.38364779874214 %)
casual : 6 (3.7735849056603774 %)
indie : 14 (8.80503144654088 %)
adventure : 15 (9.433962264150944 %)
role-playing-games-rpg : 17 (10.69182389937107 %)
shooter : 4 (2.515723270440252 %)
